Source Name	Characteristics [Organism_Part]	Term Source REF	Comment [Source]	Provider	Material Type	Term Source REF	Characteristics [Organism]	Term Source REF	Protocol REF	Sample Name	Protocol REF	Parameter Value [Amplification]	Extract Name	Protocol REF	Labeled Extract Name	Label	Term Source REF	Protocol REF	Hybridization Name	Array Design REF	Term Source REF	Protocol REF	Scan Name	Array Data File	Comment [TCGA Data Type]	Comment [TCGA Data Level]	Comment [TCGA Include for Analysis]	Comment [TCGA Archive Name]	Protocol REF	Normalization Name	Derived Array Data Matrix File	Comment [TCGA Data Type]	Comment [TCGA Data Level]	Comment [TCGA Include for Analysis]	Comment [TCGA Archive Name]	Protocol REF	Normalization Name	Derived Array Data Matrix File	Comment [TCGA Data Type]	Comment [TCGA Data Level]	Comment [TCGA Include for Analysis]	Comment [TCGA Archive Name]
Stratagene Univeral Reference	Various	MGED Ontology	Cell Lines	http://www.stratagene.com/	total_RNA	MGED Ontology	Home sapien	ncbitax	unc.edu:split:AgilentG4502A_07_3:01	Stratagene Univeral Reference	unc.edu:store:AgilentG4502A_07_3:01	none	Stratagene Univeral Reference	unc.edu:labeling:AgilentG4502A_07_3:01	Stratagene Univeral Reference	cy3	MGED Ontology	unc.edu:hybridization:AgilentG4502A_07_3:01	TCGA-AN-A0XV-01A-11R-A109-07	Agilent.com:PhysicalArrayDesign:AgilentG4502A_07_3	caArray	unc.edu:feature_extraction:AgilentG4502A_07_3:01	TCGA-AN-A0XV-01A-11R-A109-07	US82800149_251976012306_S01_GE2_105_Dec08.txt	Expression-Gene	Level 1	Yes	unc.edu_BRCA.AgilentG4502A_07_3.Level_1.6.0.0	unc.edu:unc_lowess_normalization_probe_level:AgilentG4502A_07_3:01	TCGA-AN-A0XV-01A-11R-A109-07	US82800149_251976012306_S01_GE2_105_Dec08.txt_lmean.out.logratio.probe.tcga_level2.data.txt	Expression-Gene	Level 2	Yes	unc.edu_BRCA.AgilentG4502A_07_3.Level_2.6.0.0	unc.edu:unc_lowess_normalization_gene_level:AgilentG4502A_07_3:01	TCGA-AN-A0XV-01A-11R-A109-07	US82800149_251976012306_S01_GE2_105_Dec08.txt_lmean.out.logratio.gene.tcga_level3.data.txt	Expression-Gene	Level 3	Yes	unc.edu_BRCA.AgilentG4502A_07_3.Level_3.6.0.0
TCGA-BH-A0W5-01A-11R-A109-07	BRCA	MGED Ontology	->	BCR	whole_organism	MGED Ontology	Home sapien	ncbitax	tgen.org:biopsy:clin:01	TCGA-BH-A0W5-01A-11R-A109-07	tgen.org:nucleic_acid_extraction:clin:01	none	TCGA-BH-A0W5-01A-11R-A109-07	unc.edu:labeling:AgilentG4502A_07_3:01	TCGA-BH-A0W5-01A-11R-A109-07	cy5	MGED Ontology	unc.edu:hybridization:AgilentG4502A_07_3:01	TCGA-BH-A0W5-01A-11R-A109-07	Agilent.com:PhysicalArrayDesign:AgilentG4502A_07_3	caArray	unc.edu:feature_extraction:AgilentG4502A_07_3:01	TCGA-BH-A0W5-01A-11R-A109-07	US82800149_251976012682_S01_GE2_105_Dec08.txt	Expression-Gene	Level 1	Yes	unc.edu_BRCA.AgilentG4502A_07_3.Level_1.6.0.0	unc.edu:unc_lowess_normalization_probe_level:AgilentG4502A_07_3:01	TCGA-BH-A0W5-01A-11R-A109-07	US82800149_251976012682_S01_GE2_105_Dec08.txt_lmean.out.logratio.probe.tcga_level2.data.txt	Expression-Gene	Level 2	Yes	unc.edu_BRCA.AgilentG4502A_07_3.Level_2.6.0.0	unc.edu:unc_lowess_normalization_gene_level:AgilentG4502A_07_3:01	TCGA-BH-A0W5-01A-11R-A109-07	US82800149_251976012682_S01_GE2_105_Dec08.txt_lmean.out.logratio.gene.tcga_level3.data.txt	Expression-Gene	Level 3	Yes	unc.edu_BRCA.AgilentG4502A_07_3.Level_3.6.0.0
Stratagene Univeral Reference	Various	MGED Ontology	Cell Lines	http://www.stratagene.com/	total_RNA	MGED Ontology	Home sapien	ncbitax	unc.edu:split:AgilentG4502A_07_3:01	Stratagene Univeral Reference	unc.edu:store:AgilentG4502A_07_3:01	none	Stratagene Univeral Reference	unc.edu:labeling:AgilentG4502A_07_3:01	Stratagene Univeral Reference	cy3	MGED Ontology	unc.edu:hybridization:AgilentG4502A_07_3:01	TCGA-BH-A0W5-01A-11R-A109-07	Agilent.com:PhysicalArrayDesign:AgilentG4502A_07_3	caArray	unc.edu:feature_extraction:AgilentG4502A_07_3:01	TCGA-BH-A0W5-01A-11R-A109-07	US82800149_251976012682_S01_GE2_105_Dec08.txt	Expression-Gene	Level 1	Yes	unc.edu_BRCA.AgilentG4502A_07_3.Level_1.6.0.0	unc.edu:unc_lowess_normalization_probe_level:AgilentG4502A_07_3:01	TCGA-BH-A0W5-01A-11R-A109-07	US82800149_251976012682_S01_GE2_105_Dec08.txt_lmean.out.logratio.probe.tcga_level2.data.txt	Expression-Gene	Level 2	Yes	unc.edu_BRCA.AgilentG4502A_07_3.Level_2.6.0.0	unc.edu:unc_lowess_normalization_gene_level:AgilentG4502A_07_3:01	TCGA-BH-A0W5-01A-11R-A109-07	US82800149_251976012682_S01_GE2_105_Dec08.txt_lmean.out.logratio.gene.tcga_level3.data.txt	Expression-Gene	Level 3	Yes	unc.edu_BRCA.AgilentG4502A_07_3.Level_3.6.0.0
TCGA-AR-A0U3-01A-11R-A109-07	BRCA	MGED Ontology	->	BCR	whole_organism	MGED Ontology	Home sapien	ncbitax	tgen.org:biopsy:clin:01	TCGA-AR-A0U3-01A-11R-A109-07	tgen.org:nucleic_acid_extraction:clin:01	none	TCGA-AR-A0U3-01A-11R-A109-07	unc.edu:labeling:AgilentG4502A_07_3:01	TCGA-AR-A0U3-01A-11R-A109-07	cy5	MGED Ontology	unc.edu:hybridization:AgilentG4502A_07_3:01	TCGA-AR-A0U3-01A-11R-A109-07	Agilent.com:PhysicalArrayDesign:AgilentG4502A_07_3	caArray	unc.edu:feature_extraction:AgilentG4502A_07_3:01	TCGA-AR-A0U3-01A-11R-A109-07	US82800149_251976012313_S01_GE2_105_Dec08.txt	Expression-Gene	Level 1	Yes	unc.edu_BRCA.AgilentG4502A_07_3.Level_1.6.0.0	unc.edu:unc_lowess_normalization_probe_level:AgilentG4502A_07_3:01	TCGA-AR-A0U3-01A-11R-A109-07	US82800149_251976012313_S01_GE2_105_Dec08.txt_lmean.out.logratio.probe.tcga_level2.data.txt	Expression-Gene	Level 2	Yes	unc.edu_BRCA.AgilentG4502A_07_3.Level_2.6.0.0	unc.edu:unc_lowess_normalization_gene_level:AgilentG4502A_07_3:01	TCGA-AR-A0U3-01A-11R-A109-07	US82800149_251976012313_S01_GE2_105_Dec08.txt_lmean.out.logratio.gene.tcga_level3.data.txt	Expression-Gene	Level 3	Yes	unc.edu_BRCA.AgilentG4502A_07_3.Level_3.6.0.0
Stratagene Univeral Reference	Various	MGED Ontology	Cell Lines	http://www.stratagene.com/	total_RNA	MGED Ontology	Home sapien	ncbitax	unc.edu:split:AgilentG4502A_07_3:01	Stratagene Univeral Reference	unc.edu:store:AgilentG4502A_07_3:01	none	Stratagene Univeral Reference	unc.edu:labeling:AgilentG4502A_07_3:01	Stratagene Univeral Reference	cy3	MGED Ontology	unc.edu:hybridization:AgilentG4502A_07_3:01	TCGA-AR-A0U3-01A-11R-A109-07	Agilent.com:PhysicalArrayDesign:AgilentG4502A_07_3	caArray	unc.edu:feature_extraction:AgilentG4502A_07_3:01	TCGA-AR-A0U3-01A-11R-A109-07	US82800149_251976012313_S01_GE2_105_Dec08.txt	Expression-Gene	Level 1	Yes	unc.edu_BRCA.AgilentG4502A_07_3.Level_1.6.0.0	unc.edu:unc_lowess_normalization_probe_level:AgilentG4502A_07_3:01	TCGA-AR-A0U3-01A-11R-A109-07	US82800149_251976012313_S01_GE2_105_Dec08.txt_lmean.out.logratio.probe.tcga_level2.data.txt	Expression-Gene	Level 2	Yes	unc.edu_BRCA.AgilentG4502A_07_3.Level_2.6.0.0	unc.edu:unc_lowess_normalization_gene_level:AgilentG4502A_07_3:01	TCGA-AR-A0U3-01A-11R-A109-07	US82800149_251976012313_S01_GE2_105_Dec08.txt_lmean.out.logratio.gene.tcga_level3.data.txt	Expression-Gene	Level 3	Yes	unc.edu_BRCA.AgilentG4502A_07_3.Level_3.6.0.0
TCGA-B6-A0X5-01A-21R-A109-07	BRCA	MGED Ontology	->	BCR	whole_organism	MGED Ontology	Home sapien	ncbitax	tgen.org:biopsy:clin:01	TCGA-B6-A0X5-01A-21R-A109-07	tgen.org:nucleic_acid_extraction:clin:01	none	TCGA-B6-A0X5-01A-21R-A109-07	unc.edu:labeling:AgilentG4502A_07_3:01	TCGA-B6-A0X5-01A-21R-A109-07	cy5	MGED Ontology	unc.edu:hybridization:AgilentG4502A_07_3:01	TCGA-B6-A0X5-01A-21R-A109-07	Agilent.com:PhysicalArrayDesign:AgilentG4502A_07_3	caArray	unc.edu:feature_extraction:AgilentG4502A_07_3:01	TCGA-B6-A0X5-01A-21R-A109-07	US82800149_251976012305_S01_GE2_105_Dec08.txt	Expression-Gene	Level 1	Yes	unc.edu_BRCA.AgilentG4502A_07_3.Level_1.6.0.0	unc.edu:unc_lowess_normalization_probe_level:AgilentG4502A_07_3:01	TCGA-B6-A0X5-01A-21R-A109-07	US82800149_251976012305_S01_GE2_105_Dec08.txt_lmean.out.logratio.probe.tcga_level2.data.txt	Expression-Gene	Level 2	Yes	unc.edu_BRCA.AgilentG4502A_07_3.Level_2.6.0.0	unc.edu:unc_lowess_normalization_gene_level:AgilentG4502A_07_3:01	TCGA-B6-A0X5-01A-21R-A109-07	US82800149_251976012305_S01_GE2_105_Dec08.txt_lmean.out.logratio.gene.tcga_level3.data.txt	Expression-Gene	Level 3	Yes	unc.edu_BRCA.AgilentG4502A_07_3.Level_3.6.0.0
Stratagene Univeral Reference	Various	MGED Ontology	Cell Lines	http://www.stratagene.com/	total_RNA	MGED Ontology	Home sapien	ncbitax	unc.edu:split:AgilentG4502A_07_3:01	Stratagene Univeral Reference	unc.edu:store:AgilentG4502A_07_3:01	none	Stratagene Univeral Reference	unc.edu:labeling:AgilentG4502A_07_3:01	Stratagene Univeral Reference	cy3	MGED Ontology	unc.edu:hybridization:AgilentG4502A_07_3:01	TCGA-B6-A0X5-01A-21R-A109-07	Agilent.com:PhysicalArrayDesign:AgilentG4502A_07_3	caArray	unc.edu:feature_extraction:AgilentG4502A_07_3:01	TCGA-B6-A0X5-01A-21R-A109-07	US82800149_251976012305_S01_GE2_105_Dec08.txt	Expression-Gene	Level 1	Yes	unc.edu_BRCA.AgilentG4502A_07_3.Level_1.6.0.0	unc.edu:unc_lowess_normalization_probe_level:AgilentG4502A_07_3:01	TCGA-B6-A0X5-01A-21R-A109-07	US82800149_251976012305_S01_GE2_105_Dec08.txt_lmean.out.logratio.probe.tcga_level2.data.txt	Expression-Gene	Level 2	Yes	unc.edu_BRCA.AgilentG4502A_07_3.Level_2.6.0.0	unc.edu:unc_lowess_normalization_gene_level:AgilentG4502A_07_3:01	TCGA-B6-A0X5-01A-21R-A109-07	US82800149_251976012305_S01_GE2_105_Dec08.txt_lmean.out.logratio.gene.tcga_level3.data.txt	Expression-Gene	Level 3	Yes	unc.edu_BRCA.AgilentG4502A_07_3.Level_3.6.0.0
TCGA-A2-A0YL-01A-21R-A109-07	BRCA	MGED Ontology	->	BCR	whole_organism	MGED Ontology	Home sapien	ncbitax	tgen.org:biopsy:clin:01	TCGA-A2-A0YL-01A-21R-A109-07	tgen.org:nucleic_acid_extraction:clin:01	none	TCGA-A2-A0YL-01A-21R-A109-07	unc.edu:labeling:AgilentG4502A_07_3:01	TCGA-A2-A0YL-01A-21R-A109-07	cy5	MGED Ontology	unc.edu:hybridization:AgilentG4502A_07_3:01	TCGA-A2-A0YL-01A-21R-A109-07	Agilent.com:PhysicalArrayDesign:AgilentG4502A_07_3	caArray	unc.edu:feature_extraction:AgilentG4502A_07_3:01	TCGA-A2-A0YL-01A-21R-A109-07	US82800149_251976012372_S01_GE2_105_Dec08.txt	Expression-Gene	Level 1	Yes	unc.edu_BRCA.AgilentG4502A_07_3.Level_1.6.0.0	unc.edu:unc_lowess_normalization_probe_level:AgilentG4502A_07_3:01	TCGA-A2-A0YL-01A-21R-A109-07	US82800149_251976012372_S01_GE2_105_Dec08.txt_lmean.out.logratio.probe.tcga_level2.data.txt	Expression-Gene	Level 2	Yes	unc.edu_BRCA.AgilentG4502A_07_3.Level_2.6.0.0	unc.edu:unc_lowess_normalization_gene_level:AgilentG4502A_07_3:01	TCGA-A2-A0YL-01A-21R-A109-07	US82800149_251976012372_S01_GE2_105_Dec08.txt_lmean.out.logratio.gene.tcga_level3.data.txt	Expression-Gene	Level 3	Yes	unc.edu_BRCA.AgilentG4502A_07_3.Level_3.6.0.0
Stratagene Univeral Reference	Various	MGED Ontology	Cell Lines	http://www.stratagene.com/	total_RNA	MGED Ontology	Home sapien	ncbitax	unc.edu:split:AgilentG4502A_07_3:01	Stratagene Univeral Reference	unc.edu:store:AgilentG4502A_07_3:01	none	Stratagene Univeral Reference	unc.edu:labeling:AgilentG4502A_07_3:01	Stratagene Univeral Reference	cy3	MGED Ontology	unc.edu:hybridization:AgilentG4502A_07_3:01	TCGA-A2-A0YL-01A-21R-A109-07	Agilent.com:PhysicalArrayDesign:AgilentG4502A_07_3	caArray	unc.edu:feature_extraction:AgilentG4502A_07_3:01	TCGA-A2-A0YL-01A-21R-A109-07	US82800149_251976012372_S01_GE2_105_Dec08.txt	Expression-Gene	Level 1	Yes	unc.edu_BRCA.AgilentG4502A_07_3.Level_1.6.0.0	unc.edu:unc_lowess_normalization_probe_level:AgilentG4502A_07_3:01	TCGA-A2-A0YL-01A-21R-A109-07	US82800149_251976012372_S01_GE2_105_Dec08.txt_lmean.out.logratio.probe.tcga_level2.data.txt	Expression-Gene	Level 2	Yes	unc.edu_BRCA.AgilentG4502A_07_3.Level_2.6.0.0	unc.edu:unc_lowess_normalization_gene_level:AgilentG4502A_07_3:01	TCGA-A2-A0YL-01A-21R-A109-07	US82800149_251976012372_S01_GE2_105_Dec08.txt_lmean.out.logratio.gene.tcga_level3.data.txt	Expression-Gene	Level 3	Yes	unc.edu_BRCA.AgilentG4502A_07_3.Level_3.6.0.0
TCGA-BH-A0WA-01A-11R-A109-07	BRCA	MGED Ontology	->	BCR	whole_organism	MGED Ontology	Home sapien	ncbitax	tgen.org:biopsy:clin:01	TCGA-BH-A0WA-01A-11R-A109-07	tgen.org:nucleic_acid_extraction:clin:01	none	TCGA-BH-A0WA-01A-11R-A109-07	unc.edu:labeling:AgilentG4502A_07_3:01	TCGA-BH-A0WA-01A-11R-A109-07	cy5	MGED Ontology	unc.edu:hybridization:AgilentG4502A_07_3:01	TCGA-BH-A0WA-01A-11R-A109-07	Agilent.com:PhysicalArrayDesign:AgilentG4502A_07_3	caArray	unc.edu:feature_extraction:AgilentG4502A_07_3:01	TCGA-BH-A0WA-01A-11R-A109-07	US82800149_251976012687_S01_GE2_105_Dec08.txt	Expression-Gene	Level 1	Yes	unc.edu_BRCA.AgilentG4502A_07_3.Level_1.6.0.0	unc.edu:unc_lowess_normalization_probe_level:AgilentG4502A_07_3:01	TCGA-BH-A0WA-01A-11R-A109-07	US82800149_251976012687_S01_GE2_105_Dec08.txt_lmean.out.logratio.probe.tcga_level2.data.txt	Expression-Gene	Level 2	Yes	unc.edu_BRCA.AgilentG4502A_07_3.Level_2.6.0.0	unc.edu:unc_lowess_normalization_gene_level:AgilentG4502A_07_3:01	TCGA-BH-A0WA-01A-11R-A109-07	US82800149_251976012687_S01_GE2_105_Dec08.txt_lmean.out.logratio.gene.tcga_level3.data.txt	Expression-Gene	Level 3	Yes	unc.edu_BRCA.AgilentG4502A_07_3.Level_3.6.0.0
Stratagene Univeral Reference	Various	MGED Ontology	Cell Lines	http://www.stratagene.com/	total_RNA	MGED Ontology	Home sapien	ncbitax	unc.edu:split:AgilentG4502A_07_3:01	Stratagene Univeral Reference	unc.edu:store:AgilentG4502A_07_3:01	none	Stratagene Univeral Reference	unc.edu:labeling:AgilentG4502A_07_3:01	Stratagene Univeral Reference	cy3	MGED Ontology	unc.edu:hybridization:AgilentG4502A_07_3:01	TCGA-BH-A0WA-01A-11R-A109-07	Agilent.com:PhysicalArrayDesign:AgilentG4502A_07_3	caArray	unc.edu:feature_extraction:AgilentG4502A_07_3:01	TCGA-BH-A0WA-01A-11R-A109-07	US82800149_251976012687_S01_GE2_105_Dec08.txt	Expression-Gene	Level 1	Yes	unc.edu_BRCA.AgilentG4502A_07_3.Level_1.6.0.0	unc.edu:unc_lowess_normalization_probe_level:AgilentG4502A_07_3:01	TCGA-BH-A0WA-01A-11R-A109-07	US82800149_251976012687_S01_GE2_105_Dec08.txt_lmean.out.logratio.probe.tcga_level2.data.txt	Expression-Gene	Level 2	Yes	unc.edu_BRCA.AgilentG4502A_07_3.Level_2.6.0.0	unc.edu:unc_lowess_normalization_gene_level:AgilentG4502A_07_3:01	TCGA-BH-A0WA-01A-11R-A109-07	US82800149_251976012687_S01_GE2_105_Dec08.txt_lmean.out.logratio.gene.tcga_level3.data.txt	Expression-Gene	Level 3	Yes	unc.edu_BRCA.AgilentG4502A_07_3.Level_3.6.0.0
TCGA-AR-A0U2-01A-11R-A109-07	BRCA	MGED Ontology	->	BCR	whole_organism	MGED Ontology	Home sapien	ncbitax	tgen.org:biopsy:clin:01	TCGA-AR-A0U2-01A-11R-A109-07	tgen.org:nucleic_acid_extraction:clin:01	none	TCGA-AR-A0U2-01A-11R-A109-07	unc.edu:labeling:AgilentG4502A_07_3:01	TCGA-AR-A0U2-01A-11R-A109-07	cy5	MGED Ontology	unc.edu:hybridization:AgilentG4502A_07_3:01	TCGA-AR-A0U2-01A-11R-A109-07	Agilent.com:PhysicalArrayDesign:AgilentG4502A_07_3	caArray	unc.edu:feature_extraction:AgilentG4502A_07_3:01	TCGA-AR-A0U2-01A-11R-A109-07	US82800149_251976012308_S01_GE2_105_Dec08.txt	Expression-Gene	Level 1	Yes	unc.edu_BRCA.AgilentG4502A_07_3.Level_1.6.0.0	unc.edu:unc_lowess_normalization_probe_level:AgilentG4502A_07_3:01	TCGA-AR-A0U2-01A-11R-A109-07	US82800149_251976012308_S01_GE2_105_Dec08.txt_lmean.out.logratio.probe.tcga_level2.data.txt	Expression-Gene	Level 2	Yes	unc.edu_BRCA.AgilentG4502A_07_3.Level_2.6.0.0	unc.edu:unc_lowess_normalization_gene_level:AgilentG4502A_07_3:01	TCGA-AR-A0U2-01A-11R-A109-07	US82800149_251976012308_S01_GE2_105_Dec08.txt_lmean.out.logratio.gene.tcga_level3.data.txt	Expression-Gene	Level 3	Yes	unc.edu_BRCA.AgilentG4502A_07_3.Level_3.6.0.0
Stratagene Univeral Reference	Various	MGED Ontology	Cell Lines	http://www.stratagene.com/	total_RNA	MGED Ontology	Home sapien	ncbitax	unc.edu:split:AgilentG4502A_07_3:01	Stratagene Univeral Reference	unc.edu:store:AgilentG4502A_07_3:01	none	Stratagene Univeral Reference	unc.edu:labeling:AgilentG4502A_07_3:01	Stratagene Univeral Reference	cy3	MGED Ontology	unc.edu:hybridization:AgilentG4502A_07_3:01	TCGA-AR-A0U2-01A-11R-A109-07	Agilent.com:PhysicalArrayDesign:AgilentG4502A_07_3	caArray	unc.edu:feature_extraction:AgilentG4502A_07_3:01	TCGA-AR-A0U2-01A-11R-A109-07	US82800149_251976012308_S01_GE2_105_Dec08.txt	Expression-Gene	Level 1	Yes	unc.edu_BRCA.AgilentG4502A_07_3.Level_1.6.0.0	unc.edu:unc_lowess_normalization_probe_level:AgilentG4502A_07_3:01	TCGA-AR-A0U2-01A-11R-A109-07	US82800149_251976012308_S01_GE2_105_Dec08.txt_lmean.out.logratio.probe.tcga_level2.data.txt	Expression-Gene	Level 2	Yes	unc.edu_BRCA.AgilentG4502A_07_3.Level_2.6.0.0	unc.edu:unc_lowess_normalization_gene_level:AgilentG4502A_07_3:01	TCGA-AR-A0U2-01A-11R-A109-07	US82800149_251976012308_S01_GE2_105_Dec08.txt_lmean.out.logratio.gene.tcga_level3.data.txt	Expression-Gene	Level 3	Yes	unc.edu_BRCA.AgilentG4502A_07_3.Level_3.6.0.0
TCGA-AR-A0U0-01A-11R-A109-07	BRCA	MGED Ontology	->	BCR	whole_organism	MGED Ontology	Home sapien	ncbitax	tgen.org:biopsy:clin:01	TCGA-AR-A0U0-01A-11R-A109-07	tgen.org:nucleic_acid_extraction:clin:01	none	TCGA-AR-A0U0-01A-11R-A109-07	unc.edu:labeling:AgilentG4502A_07_3:01	TCGA-AR-A0U0-01A-11R-A109-07	cy5	MGED Ontology	unc.edu:hybridization:AgilentG4502A_07_3:01	TCGA-AR-A0U0-01A-11R-A109-07	Agilent.com:PhysicalArrayDesign:AgilentG4502A_07_3	caArray	unc.edu:feature_extraction:AgilentG4502A_07_3:01	TCGA-AR-A0U0-01A-11R-A109-07	US82800149_251976012691_S01_GE2_105_Dec08.txt	Expression-Gene	Level 1	Yes	unc.edu_BRCA.AgilentG4502A_07_3.Level_1.6.0.0	unc.edu:unc_lowess_normalization_probe_level:AgilentG4502A_07_3:01	TCGA-AR-A0U0-01A-11R-A109-07	US82800149_251976012691_S01_GE2_105_Dec08.txt_lmean.out.logratio.probe.tcga_level2.data.txt	Expression-Gene	Level 2	Yes	unc.edu_BRCA.AgilentG4502A_07_3.Level_2.6.0.0	unc.edu:unc_lowess_normalization_gene_level:AgilentG4502A_07_3:01	TCGA-AR-A0U0-01A-11R-A109-07	US82800149_251976012691_S01_GE2_105_Dec08.txt_lmean.out.logratio.gene.tcga_level3.data.txt	Expression-Gene	Level 3	Yes	unc.edu_BRCA.AgilentG4502A_07_3.Level_3.6.0.0
Stratagene Univeral Reference	Various	MGED Ontology	Cell Lines	http://www.stratagene.com/	total_RNA	MGED Ontology	Home sapien	ncbitax	unc.edu:split:AgilentG4502A_07_3:01	Stratagene Univeral Reference	unc.edu:store:AgilentG4502A_07_3:01	none	Stratagene Univeral Reference	unc.edu:labeling:AgilentG4502A_07_3:01	Stratagene Univeral Reference	cy3	MGED Ontology	unc.edu:hybridization:AgilentG4502A_07_3:01	TCGA-AR-A0U0-01A-11R-A109-07	Agilent.com:PhysicalArrayDesign:AgilentG4502A_07_3	caArray	unc.edu:feature_extraction:AgilentG4502A_07_3:01	TCGA-AR-A0U0-01A-11R-A109-07	US82800149_251976012691_S01_GE2_105_Dec08.txt	Expression-Gene	Level 1	Yes	unc.edu_BRCA.AgilentG4502A_07_3.Level_1.6.0.0	unc.edu:unc_lowess_normalization_probe_level:AgilentG4502A_07_3:01	TCGA-AR-A0U0-01A-11R-A109-07	US82800149_251976012691_S01_GE2_105_Dec08.txt_lmean.out.logratio.probe.tcga_level2.data.txt	Expression-Gene	Level 2	Yes	unc.edu_BRCA.AgilentG4502A_07_3.Level_2.6.0.0	unc.edu:unc_lowess_normalization_gene_level:AgilentG4502A_07_3:01	TCGA-AR-A0U0-01A-11R-A109-07	US82800149_251976012691_S01_GE2_105_Dec08.txt_lmean.out.logratio.gene.tcga_level3.data.txt	Expression-Gene	Level 3	Yes	unc.edu_BRCA.AgilentG4502A_07_3.Level_3.6.0.0
TCGA-AR-A0U4-01A-11R-A109-07	BRCA	MGED Ontology	->	BCR	whole_organism	MGED Ontology	Home sapien	ncbitax	tgen.org:biopsy:clin:01	TCGA-AR-A0U4-01A-11R-A109-07	tgen.org:nucleic_acid_extraction:clin:01	none	TCGA-AR-A0U4-01A-11R-A109-07	unc.edu:labeling:AgilentG4502A_07_3:01	TCGA-AR-A0U4-01A-11R-A109-07	cy5	MGED Ontology	unc.edu:hybridization:AgilentG4502A_07_3:01	TCGA-AR-A0U4-01A-11R-A109-07	Agilent.com:PhysicalArrayDesign:AgilentG4502A_07_3	caArray	unc.edu:feature_extraction:AgilentG4502A_07_3:01	TCGA-AR-A0U4-01A-11R-A109-07	US82800149_251976012373_S01_GE2_105_Dec08.txt	Expression-Gene	Level 1	Yes	unc.edu_BRCA.AgilentG4502A_07_3.Level_1.6.0.0	unc.edu:unc_lowess_normalization_probe_level:AgilentG4502A_07_3:01	TCGA-AR-A0U4-01A-11R-A109-07	US82800149_251976012373_S01_GE2_105_Dec08.txt_lmean.out.logratio.probe.tcga_level2.data.txt	Expression-Gene	Level 2	Yes	unc.edu_BRCA.AgilentG4502A_07_3.Level_2.6.0.0	unc.edu:unc_lowess_normalization_gene_level:AgilentG4502A_07_3:01	TCGA-AR-A0U4-01A-11R-A109-07	US82800149_251976012373_S01_GE2_105_Dec08.txt_lmean.out.logratio.gene.tcga_level3.data.txt	Expression-Gene	Level 3	Yes	unc.edu_BRCA.AgilentG4502A_07_3.Level_3.6.0.0
Stratagene Univeral Reference	Various	MGED Ontology	Cell Lines	http://www.stratagene.com/	total_RNA	MGED Ontology	Home sapien	ncbitax	unc.edu:split:AgilentG4502A_07_3:01	Stratagene Univeral Reference	unc.edu:store:AgilentG4502A_07_3:01	none	Stratagene Univeral Reference	unc.edu:labeling:AgilentG4502A_07_3:01	Stratagene Univeral Reference	cy3	MGED Ontology	unc.edu:hybridization:AgilentG4502A_07_3:01	TCGA-AR-A0U4-01A-11R-A109-07	Agilent.com:PhysicalArrayDesign:AgilentG4502A_07_3	caArray	unc.edu:feature_extraction:AgilentG4502A_07_3:01	TCGA-AR-A0U4-01A-11R-A109-07	US82800149_251976012373_S01_GE2_105_Dec08.txt	Expression-Gene	Level 1	Yes	unc.edu_BRCA.AgilentG4502A_07_3.Level_1.6.0.0	unc.edu:unc_lowess_normalization_probe_level:AgilentG4502A_07_3:01	TCGA-AR-A0U4-01A-11R-A109-07	US82800149_251976012373_S01_GE2_105_Dec08.txt_lmean.out.logratio.probe.tcga_level2.data.txt	Expression-Gene	Level 2	Yes	unc.edu_BRCA.AgilentG4502A_07_3.Level_2.6.0.0	unc.edu:unc_lowess_normalization_gene_level:AgilentG4502A_07_3:01	TCGA-AR-A0U4-01A-11R-A109-07	US82800149_251976012373_S01_GE2_105_Dec08.txt_lmean.out.logratio.gene.tcga_level3.data.txt	Expression-Gene	Level 3	Yes	unc.edu_BRCA.AgilentG4502A_07_3.Level_3.6.0.0
TCGA-B6-A0X1-01A-11R-A109-07	BRCA	MGED Ontology	->	BCR	whole_organism	MGED Ontology	Home sapien	ncbitax	tgen.org:biopsy:clin:01	TCGA-B6-A0X1-01A-11R-A109-07	tgen.org:nucleic_acid_extraction:clin:01	none	TCGA-B6-A0X1-01A-11R-A109-07	unc.edu:labeling:AgilentG4502A_07_3:01	TCGA-B6-A0X1-01A-11R-A109-07	cy5	MGED Ontology	unc.edu:hybridization:AgilentG4502A_07_3:01	TCGA-B6-A0X1-01A-11R-A109-07	Agilent.com:PhysicalArrayDesign:AgilentG4502A_07_3	caArray	unc.edu:feature_extraction:AgilentG4502A_07_3:01	TCGA-B6-A0X1-01A-11R-A109-07	US82800149_251976012683_S01_GE2_105_Dec08.txt	Expression-Gene	Level 1	Yes	unc.edu_BRCA.AgilentG4502A_07_3.Level_1.6.0.0	unc.edu:unc_lowess_normalization_probe_level:AgilentG4502A_07_3:01	TCGA-B6-A0X1-01A-11R-A109-07	US82800149_251976012683_S01_GE2_105_Dec08.txt_lmean.out.logratio.probe.tcga_level2.data.txt	Expression-Gene	Level 2	Yes	unc.edu_BRCA.AgilentG4502A_07_3.Level_2.6.0.0	unc.edu:unc_lowess_normalization_gene_level:AgilentG4502A_07_3:01	TCGA-B6-A0X1-01A-11R-A109-07	US82800149_251976012683_S01_GE2_105_Dec08.txt_lmean.out.logratio.gene.tcga_level3.data.txt	Expression-Gene	Level 3	Yes	unc.edu_BRCA.AgilentG4502A_07_3.Level_3.6.0.0
