Hybridization REF	DURUM_p_TCGA_B22_23_Expr_HT_HG-U133A_96-HTA_A10_543742
Composite Element REF	Signal
LDB3	4.08885696696931
GARNL1	5.12190197383682
ALDOAP2	3.40476451721484
LRRC6	4.71431774201988
NTRK1	3.44777160755467
ARTS-1	4.36003071958426
UBAC1	7.86612988905938
SLC6A11	3.61984461940468
NAP1L2	5.7333626371365
EPB41L4B	8.41835771346085
RPL19	12.1542015915197
CNGB1	3.71717958953757
LOC643641	4.96982370035702
FAM134B	4.2877432337326
WISP2	4.02654505511916
NTSR1	4.16876101204532
HS3ST3A1	3.97985158250748
GPSM2	7.77120069235611
PRKCG	3.68633477313881
CHORDC1	7.46928135479263
MON1B	4.89241533722242
TRIB3	6.78993864165855
SLC2A5	4.32371615629045
C2orf49	5.94921580478659
DDX5	10.5375505540811
ZNF446	4.80232328174249
MLF1IP	8.81459361331836
SLC26A1	3.86310016381654
RGN	4.10498163454344
COL4A5	7.56871356817937
CCNB1	8.71803215534426
CCDC28B	3.89235585532214
RP11-35N6.1	4.00981666027063
KCNK3	3.16702268587529
ZFP161	4.80025395199706
FGR	5.10928022472902
COX15	5.96636304289864
EPN2	5.66313883145243
AQP9	4.99565442557466
XK	6.39027879126371
SLC15A2	4.55631426185454
MREG	8.0259749144374
HEPH	4.42539802180654
THRAP3	5.2326340589811
MET	5.94402523743327
PDLIM2	5.26875371680978
ING3	5.46048189389567
PHYHIP	3.85249598235019
CCT8L2	3.76980980289578
ADAM7	3.80725811714638
COPS7A	9.06582845146636
WSCD1	4.53595722727061
SLC12A8	6.8998665383372
RNF185	4.40163070509510
TNS3	7.90614707209807
IGSF3	7.00593510706453
SRPK1	7.52687493184767
MED13L	5.8644272368037
LOC93432	3.58423678074558
C7orf44	6.64490102557693
PTCD3	7.11071475951803
RPL7A	13.1208388687499
TEAD1	4.88478295453815
ARL6IP1	10.7909136094196
CTAGE5	5.25444852885773
SLC25A14	5.89382994996384
LEP	3.67877989142883
PCDH21	4.82187565529113
CACNG5	4.11078213259803
ECH1	7.82633143643522
MAPKAPK2	5.72082393804469
ATXN10	8.535919388082
LHFPL2	6.82492058604266
CCL22	5.2720886819862
ACTR8	4.28964604148317
PTPN22	3.47447970870026
CYP2F1	3.22885670045410
ITGA3	5.189387835903
RABGGTA	5.85527855148759
KIAA1033	6.45889230533105
ZNF510	4.38663178927505
SLC26A10	3.65177128560624
STX8	6.76000152307282
RUNX3	7.11595011865402
EFNB1	4.86934626993298
EIF4G3	6.1145177644379
ACSM3	3.61244131612822
C5AR1	5.45694416982638
SIGLEC8	3.79195347840579
ASCC3L1	9.5864112428518
ZNF623	6.27746420907972
A2M	9.48898380627668
NOL8	7.31757408511574
GRPEL1	6.69359606514916
LMNB2	6.5679245190863
ROCK2	4.46698467767619
SNX16	5.25595162820398
Magmas	5.38506836989699
ANXA3	4.11553045168293
C11orf2	8.7307407556051
VKORC1	8.37036428017105
TRPM6	4.05601582101766
KIAA1609	4.81474116173661
FOXK2	6.80619903054301
FEV	3.79845904516637
EED	5.70739378493453
RNF32	3.33016069124029
PDCD5	8.58878496360457
SLC8A1	3.68979007813797
HES1	9.35815497561026
DGUOK	8.16226146850756
CLDN16	5.8521823904745
CLC	4.24497827525733
ISL1	7.53659275358011
C1QTNF3	5.00495352966712
GAGE1	3.26563693491782
KIAA0528	7.92664889607315
VGLL3	3.74761945588886
MANEA	5.06555829785656
C1orf61	4.26139554122903
SUPT4H1	8.4806165452142
CD1A	4.02162457189141
ASAHL	4.91515315155883
TRAF5	5.85539671230416
RAPGEF6	5.96673998245422
WHSC1	5.42895228255010
NEIL1	3.67224641496421
KIAA0020	6.42957632863931
C16orf45	4.1154315486886
GFPT2	4.49430676797924
RBM10	6.76615813981737
MRS2L	6.34648546327345
DNAH17	4.315709439915
STARD5	4.56805410446183
C19orf10	8.61393151449021
SIP1	6.25284643931944
DNAJC15	5.40759504834984
C1orf160	6.741625806048
SLFN12	3.82177884688597
STAU2	5.1497880459505
FAM98A	9.00862335607025
EXOC3	8.06804216589082
RAD23B	9.1170671011973
HIST3H3	4.42789886395476
NCOR2	4.82723579350977
TNFRSF9	3.79789945292662
KLK8	4.32929761512598
NOL1	8.139396779285
ALX1	5.04229711775756
CCNE1	6.26335761101976
PKDREJ	4.336875213714
TIAL1	6.11507366322582
WHSC1L1	4.99972858584797
HIST1H1E	4.95382930821196
SMUG1	5.3491336639798
TM4SF4	4.08533062390276
NPY6R	3.92084593432400
UFM1	7.43685778499889
AP3M2	7.75214816231245
USP14	8.89761588524993
CORO2A	6.00472778721938
ETNK2	4.02695141301864
APOE	6.67269315142798
ANGPT4	4.11258649645373
DSTN	11.4911324542980
SFRS14	5.0780975338124
FRS2	3.55094788925398
NR2E3	3.58666790421073
ST8SIA4	3.70185785132866
GMPR	4.09218111967141
TUBB2C	9.83818512302892
LOC730092	4.60200580956377
ORM1	3.66402718474621
HSPD1	11.5997103919919
C5orf13	6.0502176691516
F2RL1	5.50115371532291
PLEKHA9	4.61220798896403
ZNF232	5.82821213792726
SLC6A7	3.849799648461
ADH5	8.96364780717753
SHBG	4.05684589050167
DSCR6	5.53693275606801
CROCCL2	3.98496085632141
CDIPT	9.22699288687186
SLC16A5	5.26234823255059
TUBB	10.9863824108065
GAS2L1	6.09365257382423
TOR3A	7.42290027764263
PREP	6.39852490730286
RFX3	3.99393580523812
CHMP1B	7.82454471528228
COPS4	9.09074692323534
MYH6	3.80989645291221
BCHE	4.02223623236267
MAP3K13	3.76006519666338
LCMT1	8.47673063200311
EIF1AX	8.35238051556721
SLC24A5	3.46280578431897
BCL2	4.10233441689249
HBZ	3.54711881818130
HCRTR2	3.75767403673528
TJAP1	5.96712122223524
MAPBPIP	8.27557793398969
TMEM156	3.89404707521783
MYO15B	3.99039554661666
ZNF239	3.92668038153226
KIAA1324	4.05533937227301
PLCL2	4.14991407350825
C4orf29	4.19505029154762
SNX19	6.64444196757323
NAALADL1	3.29741547279049
DUSP5	7.53936437675598
GKN1	4.16738920220721
PXDN	5.42398234828146
FCN1	4.40471060407949
SLMO1	4.12919024160631
TNXB	4.07941479377345
C1QL1	3.67041140270375
BIRC7	4.2968772885124
A4GALT	5.13706133550016
TIMM22	5.20317606493139
ABHD9	7.62071595930591
TOMM34	6.80784081405894
ZNF35	4.28960720790407
LIMD1	4.42552390322984
CARD8	4.45823750245353
KIAA0286	5.43461270338513
CD6	4.2295888204238
RSRC1	7.91155976743298
TOX3	3.42557601979017
C16orf35	4.89524178997216
CRHBP	3.60120937031048
PTRF	6.78525968192236
FBXO24	3.53949312143828
CHST11	4.26316029164183
THRB	4.42921031223169
RNF39	6.49634485702778
MYBPC1	5.56597829484186
PSMD11	9.3302751910042
ALAD	5.1935330305252
AQP2	4.18908012016991
EN1	4.45860173568808
GSTM4	3.84396512608251
ZNF187	5.34877839339254
CDC42BPA	5.91983042769463
F7	3.38054680563352
CNOT1	6.8152112800026
SLC13A4	3.80166484867301
ZBTB11	8.33496678284637
B3GALT5	3.2075297453632
LUC7L2	7.34462126875045
SPTBN1	5.68133268451742
EXOC2	5.46423836597079
LSM4	7.89579140568155
IRS1	6.70550910493
TMEM1	5.06927782639021
MRPL34	8.5981081726454
SAMM50	8.11515448895496
CDC42EP3	4.84951944875258
HSF2	4.88099639343247
SRP72	7.71996842679966
MFN2	7.04654020001701
TSPAN7	4.28678376848873
SGK269	4.28435971562428
NUCB1	7.11785169213122
RHOH	4.16362756610467
MTX1	8.50701693296267
CENTA1	5.15460737931182
ATR	7.31120006600928
IGLV3-25	8.48015031937562
DDX49	7.13356650823388
TACR1	3.87449851101523
SFRS5	7.19424135439585
THAP1	5.90498799313556
RHBDF1	5.55188048973059
RASIP1	4.47684235074432
DPYD	7.55680877815292
MYO5C	6.88442953630617
DOHH	3.95929953038834
POF1B	5.39115336781168
MAPK10	5.42968946077143
ZNF552	4.66229187854648
USP32	4.95773503137332
MED27	6.90475624927472
NCAM1	3.76575268250301
LOC171220	5.36221687933413
PRDX4	11.1495606104317
AGT	3.99899475523382
SLC22A14	3.89891095395158
DAPP1	6.19151184775767
PILRA	4.33080639479305
ATF7	4.30730505373748
ABCF2	5.98498692381093
KIAA0748	3.43638685794975
C17orf85	4.61006262638768
TKTL1	9.63607394973585
FGF1	4.23084840007728
IL6R	4.14834298047525
CHRNB2	4.33615320644964
COL7A1	4.55197351720756
NFIL3	8.92030405624307
LRRC48	3.64352858754601
TM6SF1	4.17576409527114
SPG20	5.24422677332447
COX10	4.89859834306456
DNAJA3	7.40024193792637
ECEL1	3.99032075190854
GCA	6.85269341881284
GLG1	8.76401254460426
CIITA	3.83762976163716
CLDN6	4.12550932676392
EPHA4	8.12463235127955
FANCC	4.47106303945366
MUTYH	7.10617424754382
L2HGDH	4.92705399271239
GPATCH2	4.44844504067471
PSG3	3.71971938146292
ZNF227	4.62246141874198
MRPL15	9.26741822643807
NQO2	8.9270762434974
C21orf59	8.3868101625205
ZBTB20	4.51910662527491
NEU1	8.23073892142923
QRICH1	6.86916484609246
C2orf34	4.26029705711359
UBE2L6	9.25273082271932
HP1BP3	5.99491601662033
MED14	5.23059850693319
TSN	7.16063992092175
TPBG	10.1038776571007
SPRY2	4.52169076826786
LZTFL1	5.31340039397164
OSR2	5.44563211029608
KLHL7	5.38632063566052
XPC	5.92437243268317
GMFB	7.37151331889315
PBEF1	9.30087660606714
CCR3	3.25279289021085
AGTPBP1	6.04440746098119
TMEM8	4.71137678780616
PCSK6	4.26874172560556
STAT5A	4.8979907304043
FAM18B	7.85763404661462
PTPN2	6.94061864338662
SF3A3	7.67667765619486
EFCBP2	4.43907197768469
HCFC1	5.66088596497596
NFYA	4.32831060977394
PBLD	4.20725194512812
PIGF	7.86696655337263
AHNAK	7.07285796650573
ACTR5	5.16956478658721
KIF14	5.41834703211153
PTGER1	4.44636472950619
NOS2A	3.61220270097769
TENC1	5.17488988110049
YIPF2	4.76046951423322
ETV2	4.15298524434680
KIAA1012	8.72628957889324
C17orf53	4.897886344752
AHR	8.99538754112482
PTPRH	3.75547502812343
ATP10A	4.3546848157148
ATP6V1C1	6.21573383141662
DPH4	6.84144197711915
TAS2R3	3.62633089079456
C5orf5	5.4146722048812
KCNA4	4.41197304175009
COQ10B	7.81510669218273
NMNAT2	3.57731264592555
PSMF1	8.75807790629775
SORBS2	3.81143515969671
NFE2L2	10.7858273895575
SH3PXD2A	4.55411922602082
NRF1	4.32512549022766
SPINK5	4.91123900339689
SH2D2A	5.2515706797437
PRDM12	3.90034547539969
RBBP6	7.19412455226554
OPA3	5.08569839424261
PAQR4	5.57798425208077
IFI27	11.4806463726225
SKAP2	6.29334562979613
TJP3	3.65808211875382
C9orf61	3.78186654178812
MT1G	10.8372095385249
HS1BP3	6.69476712338806
IDS	4.81088342206435
PARG	5.40188585735298
OR2B2	3.33552706537204
DYRK4	5.73238917706364
MICALL1	5.86609139271247
GALR2	3.27526134905022
CHRM4	3.95586058596009
RIC3	3.36398071736461
GPBP1L1	8.25955062128277
ART1	3.97134181995697
TBX21	3.92063562184564
DUS4L	5.65717580959713
KCNJ6	3.830309778767
TNFAIP6	5.43648331775081
CCT4	11.5563136770814
RTEL1	4.17047951980038
CASP5	4.63417935179543
CHMP6	4.20600259810999
BRD4	6.87709499689746
NDUFA13	9.85583419380746
CYP19A1	3.82930659045354
CD151	6.04550388732985
DOK4	4.38832689071315
FAM26B	4.51442765096986
ARFRP1	4.71381817740754
MRPL41	3.76463483462174
CRYBA1	3.67157605078555
HRH2	4.26595134778912
KIF25	3.97300624616733
MTMR6	6.0855549603744
SCAMP3	7.85047434759061
MTG1	6.57559406385429
UBTD1	3.79106558735090
SOX9	5.86354826541593
CRABP1	3.7600444802055
FLJ33790	3.83359447618506
FAU	12.2888310206238
DTNB	4.26209384148413
CARD9	3.91976615638099
PACSIN3	4.44989068734393
OMD	3.91399982816396
HOXB8	3.37996144910879
NSBP1	3.82386360667736
SLC4A5	3.64389317244995
FBXO46	7.05123417043557
UGCGL2	4.92379452815411
SVIL	5.78278310251915
OAS1	7.3262194837008
PHB2	11.767691354063
NDRG2	4.77761772560427
ERMAP	4.84308586694323
GRIP1	3.45714775842785
APBA2	6.03428850515859
TCF21	3.63645458449970
JPH2	3.64515188915467
DLST	6.26165722825143
SLA	5.4412207117556
AMELX	3.21809993942069
WNT6	3.60909564148335
ATP2B2	4.1353211652164
CPVL	7.776487852491
RGS20	3.60763531346481
TRAM2	6.14385587808418
ZNRF4	4.91562622095207
ZNF419	4.67152605785233
LXN	6.27169938951143
TLK1	4.78264104674081
UPK3B	4.18806238076806
MTMR12	5.19609869508656
KLHL21	8.08429634482035
ZNF384	5.5082054652616
PI15	3.86312105941089
RER1	7.8901000342082
ELAVL2	3.68251984350651
KLF2	6.0639787603993
RPN1	10.0512555819854
PMVK	6.16456816617674
EIF3D	10.6126036328757
SIX2	5.56169069302697
HPS1	5.51729982164802
RNF7	8.3062416834472
TFE3	5.77859513759301
C11orf17	6.21032294527443
SNRPC	9.18067223491328
KCTD13	5.76669621372996
DLGAP1	3.51735677662028
PGLYRP1	4.12242628119321
IL8	9.0696179187268
IRF7	4.78729231994889
SERPINB13	7.21152845616809
SET	10.3747078604269
NAB2	4.80699990618896
MGC40069	4.5558099823922
BLR1	3.73592338130356
LRP5L	4.49902883509017
FAM120A	7.28268505227734
ASCL2	3.66325514543411
PCDHGA10	4.95993889525059
SHH	3.63638244864679
SH2B1	4.96734316244191
ATP5H	11.5577263822658
THPO	3.69947936495874
HIST1H3E	4.03761146483218
TYRP1	3.67519663058163
EIF2S1	8.8272490729699
RFNG	6.49823092349035
RAB20	5.67099978523547
TNFRSF17	4.87586387944804
RBM7	7.62859227266196
TMPRSS4	9.22123323493996
NKX2-8	4.02796048175341
C1orf115	7.29879368053354
TAF9	8.01293802534678
TERF2	7.88157087849622
TNFRSF1A	8.20250873330583
ACADVL	6.5614279174556
ISCU	9.80382998705107
KIAA0841	5.43838336619152
GTF2H5	9.93658483539842
EDG8	3.30827333452621
RAB15	4.91648160117421
HBP1	6.1195533692801
TNNT2	4.24106929757063
CECR5	7.67791584391428
JRK	5.05211875050445
PHGDH	6.40224807001457
XPO4	4.86750819272047
ARHGAP25	5.06699820453264
CA9	5.50759432509192
TLX1	4.9091651181885
GPS1	6.01393752239446
RPS29	12.4810666023675
MKLN1	5.58098893523821
ATP6V0A2	4.77594980303692
EMR2	4.37506701461394
KIAA0319L	5.55952448341218
DOPEY2	5.43380470274082
SLC29A3	6.20234850385742
LGALS4	4.29298140375992
SDHD	9.49086360459547
USH2A	3.56610317627172
NF1	4.67240850780675
IMPAD1	6.224653841435
APOBEC3A	5.05813891432995
OLR1	3.94318666387203
HCFC1R1	5.69478454868228
TAOK2	4.10572823202272
NRAP	4.15391502978651
PPFIBP1	4.81162967310767
LYPD3	6.9547133640046
BCL7A	5.64974286585938
AGER	3.90359081168456
MCM10	4.40581366837062
MAP4K3	6.2510960432469
PFTK1	4.92211687723667
CBS	3.91805705303928
CLK3	6.12201007449019
KIAA0753	4.84650032102749
GABRE	7.31124844114873
FIS1	8.17416756949232
ELF4	6.78750555947673
C11orf49	5.6060494464955
CLIP2	4.30806553335621
CLPS	4.29497278619099
PPCDC	4.51891387610083
KDELR1	6.32403629935609
NT5E	5.28421736289672
FOXN2	4.216534214407
NCSTN	7.68282060541765
PARP4	6.6738411905277
CD83	5.97864936902994
NPY	4.13634987203542
IL18	4.4806781714116
BEGAIN	3.89088572506367
VPS16	7.11137417956996
SLC16A2	4.93023761041
SLC35B1	9.00582548588597
C4orf20	5.92785435284638
IGFBP2	4.94326591016495
NOTCH2	6.90528049020404
SIGLEC1	4.64608984896555
SLC9A2	4.13639853429845
CD93	5.14298671684243
CEP164	3.98777177951003
P53AIP1	3.73455954665737
ADD1	6.71271999511162
ZNF136	5.28819117903863
ANP32A	3.99614191859227
MGP	9.18083079333032
DNAJC1	4.3222971912307
CCDC144A	3.64816489028102
ACLY	7.41220272073122
TRPC1	3.92758222054038
CYP4F12	4.23408430476998
FKBP5	4.1842741128691
SMS	8.17025165505913
MAPK7	5.20016929143903
RRAGC	9.01046373842209
PARD6A	4.81131520485312
CCDC85B	4.93332695408273
SYNGR4	3.6019509671642
WIF1	3.78787397107804
GCH1	8.78152750880234
STRN3	5.5817573139003
TMOD2	3.49076740859965
FLI1	3.98275897400412
DGKQ	4.4000506204422
MAB21L2	3.3074130431962
SCNN1B	3.95469038186268
ECHDC3	6.22934677777789
TMEM106C	10.0791657318593
CSNK2A2	8.51732505514099
GPRIN2	4.87088251492142
CPA4	4.37707466752485
RPL39	13.1285356128116
HERC3	4.40671131460075
MELK	7.91373575063044
IL15RA	5.42953584918649
HMBOX1	6.64039676262073
CUL3	6.64074228465671
PODXL	5.89503141063988
CCT6B	4.5827028291042
GPX2	9.45011365355202
ITK	4.22322575595304
CLIC5	3.99268348093769
RABAC1	9.8009464933555
YPEL1	4.21793300377439
DNAJC4	4.53532355691817
NR1D2	4.79997690161069
KIAA0776	7.345890314341
FBXL5	6.56603998181081
C13orf27	6.00227559863969
DEFA5	3.51060072256825
TRHDE	3.72127226296922
ZNF536	3.55942563964853
MEF2B	3.96679902710237
UQCRQ	10.5766214686815
ITGB2	7.3748947431687
PTPN4	7.05361504579031
STX5	5.17058159642198
CD72	4.13471160939314
ERH	10.3938457843910
XRCC1	6.05440989638387
VEGFA	7.20416872101674
MPHOSPH1	5.72243327443337
MORC1	3.13855461142533
PARVB	4.98351885138759
ELL	4.34022092814466
SETBP1	4.45985557174767
CDH11	6.09816046418011
NDC80	6.45295794793536
GIMAP6	5.11504555577164
AREG	4.12347416674159
BAT2D1	7.36221406959364
CDS2	6.46063562004521
LIPT1	6.04247180344728
SENP3	5.02109316029063
IL1F9	4.59675438156157
GRIN2A	4.31183311146136
MAN2C1	4.54102345092041
NSUN5	7.4730808068763
SF3B5	10.2655894380265
CEP72	5.48900341290324
MYC	10.9380850009002
NRXN1	3.55449107439771
DECR2	5.78626264704471
SLC37A1	5.27234672798945
SUPT16H	8.36197160851898
MUS81	6.01770708779679
PHYH	6.87764595208063
ULBP1	3.76443074173702
OIP5	5.82618487469472
IL10RB	7.73202899492841
OTUB2	4.55206583488935
NELL2	8.49645275094959
MAPK8IP2	4.44491415379159
ARHGAP10	5.44259249784523
POU3F2	3.85938909472597
RPLP2	8.95731419095893
FGF22	4.02523488175166
PSCD4	4.32178224622742
TRAPPC6A	8.66940099880857
C21orf2	4.25201497714601
CEMP1	3.86098502357422
IL1RAPL1	3.87287708761123
LIN7B	4.36022875789753
VCP	8.61819066995723
NKX2-1	4.3813071501472
BGN	5.86476575588933
LAMA3	4.64337609944511
APOBEC3F	3.73313410325263
COCH	9.0303635414444
SCGB1D2	3.24818050489453
SP4	4.11893347082285
SLC11A1	4.57026315326536
ICAM2	4.64732556910097
C21orf25	7.53235009853739
SH3GL1	7.80397657172625
RALB	6.46501928824455
GSK3B	7.39991637027559
GNGT1	3.46015539020741
GPD1L	6.58102917464129
VPS37B	6.51636478985979
TNFAIP3	7.26592946412552
C6orf32	3.8882793058957
ATG3	10.0716255335368
KLHDC2	9.27932081307286
NDUFV2	10.1990989741303
PANK3	5.45053267634946
BLK	3.64325949297591
MATN4	3.51578103436542
GPM6A	3.76141650588239
WDR82	8.17617223583027
APOM	4.63105423968245
PKP2	4.91988487880191
C1orf135	5.98168363886904
TRIP10	6.03590053198462
HRASLS	5.08308728677365
TESK1	6.36381740791651
FSD1	3.9690765164581
SFXN3	5.44476405017156
MMP1	11.1000421308791
CA12	8.6339055151333
ZNF611	5.69745355104082
C19orf58	5.39949020615935
NCOA6	8.57778377096758
PDE6G	4.41514227590406
PPP4R1	9.95533746868585
HLA-DQA1	7.71649566678804
GCLC	8.02792084103435
MAN1A2	4.58205961072408
SEC61A1	9.2145979350619
IKBKAP	6.09300951125983
TWSG1	6.76460557903154
UPF1	6.03943433774261
KIAA1219	5.46666810531302
CTDP1	5.09538752504298
ZMYND10	3.65375466194193
WNT16	4.93176584438264
ADAMTS6	4.05763103166887
SNW1	8.78692425815346
IL18RAP	4.77594689031577
RPP30	8.59038054531543
KRT86	4.81462451271211
CDC40	6.05792150824601
SLIT1	4.03159957930773
KIAA0574	3.99973538042483
GTPBP2	6.23916918756939
SETD3	7.5639976828868
C15orf44	5.88026032990341
PRRX2	5.59179727147866
GPR110	3.84232118325458
C11orf10	11.1568882356218
MKKS	9.54101966849041
ELK4	4.02231142278403
ACOX3	4.27792471878673
ADCY1	3.76580598808678
KIAA0372	5.98046848267652
TP53AP1	7.31075893188418
RHBG	4.48353424398152
SMURF2	7.70399595445279
TP53I3	4.85768880853078
EBP	7.06819046823448
SLC22A3	3.5079574362163
TOR1A	7.23211185940524
P2RY4	3.94612971733955
TRPV1	4.26812847104428
ADAMTS12	3.66692177244157
PES1	7.32851880249849
UCP2	6.5899199152946
ATG4A	5.35546563074836
FOXG1	4.35974460134982
MAGEA10	4.77194357705066
WFS1	5.31541563834763
TRIM24	6.77275453068768
PABPN1	9.62389789562643
PROC	3.99121889774703
SLCO1C1	3.76015516763192
SLC25A30	3.9457225315882
SLC22A5	5.31679181585714
DEPDC1	7.36098917068739
KIF23	5.52001517598609
SYN2	4.54493343045368
ASPN	7.43219435302318
CENTG2	6.80845136151768
ZDHHC17	5.06032931858282
VNN3	4.80569841728565
KCNH1	4.04036314023344
PPARD	6.19202154910436
PSMAL	3.24355928213481
FLJ10815	5.36743488179935
YBX1	10.8834919158226
STK24	9.28622298642252
SPEG	4.37731275015139
STK10	4.85003495126872
ZNF695	3.04801001706032
SCTR	3.85076971535565
AAAS	5.49545396667878
SSX3	3.77978587078619
ABCD3	8.41241362611448
MTF2	6.02841399526944
FIG4	6.25140020423925
TMCO6	6.7905741110251
C9orf46	6.72857563106061
ATP6V1F	10.0097881336521
IGHMBP2	5.13172683407702
CCDC94	5.55787394388369
EGR4	3.55408314870011
DUS2L	5.34928257883778
FAM3C	10.0848075769835
DCTN4	5.95292418764204
EIF2AK2	6.5716093877249
CST4	4.18677967692190
CCL11	4.50069894243093
LMO7	4.64447277402433
PAM	8.60008360907947
NUTF2	10.2699457730477
ADRBK1	5.3327932549967
ZNF84	5.10275553712682
SLC39A4	8.85035749992905
CITED2	6.14635953453419
C12orf49	5.80118210278899
GRM3	3.7046187120201
CCDC49	5.02237086108699
STARD8	4.59580767831494
FNDC4	4.98635567405209
SIAH2	7.58090224425349
CCDC103	3.15924450065215
ATP5A1	10.8432906343976
HTR7P	3.74913422020267
LALBA	3.45233224670369
RMND5A	5.51515684985189
ATP5J2	10.5200907328023
PSCD2	5.78385611637403
MMP3	6.12102960230944
ZNF409	4.66082852943618
CRHR1	3.72149465221374
WDR70	8.26802164242796
ZFAND1	8.06391805034566
CCL18	9.55129896139539
KRTAP1-3	3.63949318224604
RINT1	5.37618316393741
NRN1	4.34720258982996
SPAG5	6.87024918965436
KIAA0408	3.29154367310311
F13A1	5.84269724653876
DNAH7	3.69546354623971
SLC10A1	4.33235812888147
BRCA2	3.73799987096554
ACADM	8.58449153535853
GIPC2	3.23202883465803
OGN	3.34979981365574
RAGE	5.69571670758586
XPO6	7.28558099918438
FMR1	7.89480120663102
DUSP3	6.10252713189727
ANKMY1	4.05781956721189
CHMP2A	9.29545787087988
FAM8A1	8.35178375099486
GPR21	4.41002026345174
BBS9	4.50509167213473
UNC119B	7.87949893110238
SLC12A3	3.79078368491751
ZDHHC7	9.33179634078433
FVT1	6.97488787406788
ENTPD6	6.88748401290816
PPP1R2P9	3.86178814662866
ERCC4	4.18128255131887
MMP8	3.50541252548722
HMHA1	5.66776622897807
RAD23A	9.41502361161294
ACY1	6.63020701296256
MT1E	8.88182382959971
PPP5C	5.89546045948537
GPR20	3.61634220792939
RFPL3	3.86321106774228
GHITM	10.3216866110364
SCAMP4	4.8899639861722
NARG1L	4.49631096326028
MYO9A	5.46664408578523
BLMH	6.80470060760944
NDUFB7	8.81536296774093
ADCYAP1	3.94409183386721
SP110	8.4614464730782
MIER2	4.76987294421138
KIAA0513	5.93842049254939
SH3BP2	4.55080220033942
PNMA2	3.88928438913604
MAP3K7IP2	7.20166643282054
AGRN	5.57911046100793
CEP290	4.01908911722202
ANXA10	4.35179574530789
RTN2	5.23321093780488
C14orf133	6.52692924221027
PRPS1L1	3.39445968529411
PRPH2	3.90350503460516
KLRA1	3.13154614436312
IRX4	6.58923646789071
GOLGB1	8.03370293587578
GPR97	4.18477170043073
NFKBIL1	4.75550701625161
CHD7	5.29546403675473
APBB3	5.03179205206665
RPS10	11.3785188465070
HIC1	3.66746339470797
TLE3	4.79394725373245
PSMB7	10.5504102581820
IAPP	4.08203921197186
SHQ1	7.15882892340513
API5	6.02321407925838
GP1BB	4.13514123834891
FTHP1	8.3262237361961
TRIM6-TRIM34	4.45862301107561
SLC6A1	3.75219788870537
OCLN	4.46127322120188
NAGLU	4.87409527300894
PTTG3	5.54249241134405
FAM117A	6.24054592132714
SPRY1	5.20456860706563
FLJ10781	5.40638227277413
CDON	4.1292499958981
SH3YL1	9.5592436887343
IGKC	9.97243181271055
TREM2	5.42622431021506
MMP14	5.18152020600292
SERPINI1	5.79864819720017
HDHD3	5.23181078042729
DYNC1LI1	6.68077038888341
FASTKD5	6.44302851207762
TDRD3	5.02668164601184
THSD7A	3.92802727936114
NDST3	3.38965155602242
CXCL2	5.32152243397649
DHRS12	4.05082131354104
MAP3K15	6.38584068284818
FBXO9	7.09523023965798
APPL2	6.17452816095544
TNPO1	8.19563503455688
CARD10	4.87453406335718
MRPL13	8.53613822483358
SNX5	8.96354824218366
EEF1D	8.21003230109455
RAB6A	4.21169747109073
SOD1	11.4510054255753
C12orf5	6.01309789597451
PACS1	4.66130904649908
PAPOLG	4.5076235999286
CHML	4.06274497285676
SIRT5	5.36761431126781
MSRB2	6.23306491063395
BCR	6.27979928860756
PUS3	6.94455122081374
CAPN2	11.3541783441354
FXYD5	7.86020940191302
TWISTNB	4.1612014025547
UBE1L	4.56192010182952
UBE1C	7.40721822428551
CHD2	3.71314210063926
C15orf2	4.05701551717687
FZD5	5.29208413127108
NR4A1	5.30230451263207
LOC339047	7.32309476609316
TRIM17	4.10421449096573
ZSCAN21	3.67213049985959
RPL15	12.2215809264191
ATP5G3	10.7896665672498
PRC1	7.84179802276762
ADAMTS8	3.73413590769263
ABCB9	4.23387957684184
HOXC4	4.39900678968228
TRAK2	5.58027133572286
STAB1	5.48807413351802
CEACAM5	9.14265601157128
MYT1L	3.33294291023237
RASA2	4.76138769224356
LRRTM2	3.44640549679709
STAG1	6.20970798903779
OSBPL7	3.95159812156232
GIMAP4	6.49872566849346
FUT3	4.80129402106272
DBI	10.8406720039007
LPIN2	4.53293812503009
PAPD1	5.4951809184821
APOOL	4.81422394267237
DIABLO	9.43645383401643
ARMC9	3.94842373548255
RPS6KA4	5.42700995901285
TRHR	3.46672609900115
SLITRK3	3.96282894777774
TGFBRAP1	6.08646313412543
FAHD2A	5.96466713724665
CNTN1	6.24389234016761
ZNF211	4.59216911849348
BBS4	4.7717004236597
TMEM181	3.84915021972081
PFDN1	8.18468227444104
MINPP1	6.98916371027685
MPHOSPH6	8.88392180020155
RGS11	3.84467444920167
HOXC10	6.88006700426005
ITPKB	5.30312980157822
HS6ST1	3.79157627095913
AKR1D1	3.64759796840202
TNP2	3.51747620653955
MEOX2	3.53522802545051
EML4	4.87320076697866
SGTA	6.16917251490074
ATP6V0C	10.1793710944044
PRPF8	7.76894077435564
PSMD6	9.5947191462532
HIST1H2BI	5.39543842873057
TMC5	4.47900322121673
FKBP3	10.0020618018666
FLJ20273	8.31757532713301
PLEKHB2	8.34103255490017
RPL28	9.5542064872385
NOX3	3.06294156730793
ZNF544	6.06034201884007
